#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0152B,92310,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,3000.0,,3000.0,4062.24,
0152B,92310,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,13000.0,,13000.0,5632.12,
0152B,92310,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,97.4,
0152B,92310,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500.0,,500.0,159.59,
0152C,92500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,500.0,,500.0,48.15,
0152C,92500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2250.0,,2250.0,1139.48,
0152C,92500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,1263.06,
0152C,92500,22104,VESTUARIO,10500.0,-3599.85,6900.15,6665.71,
0152C,92500,22201,COMUNICACIONES POSTALES,120000.0,,120000.0,93384.97,
0152C,92500,22699,OTROS GASTOS DIVERSOS,500.0,-361.22,138.78,,
0152C,92500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,250.0,,250.0,,
0152D,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,867.48,,867.48,,
0152D,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,134.24,,134.24,,
0152D,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,384.75,,384.75,,
0152D,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",92.34,,92.34,,
0152D,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,121.19,,121.19,,
0153A,13000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,600.0,,600.0,600.0,
0153A,13600,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,6000.0,,6000.0,4492.99,
0153A,49100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1000.0,,1000.0,3825.98,
0153A,49100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",2000.0,,2000.0,7177.82,
0153A,49100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,2000.0,,2000.0,14378.04,
0153A,49100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,900.0,,900.0,2830.71,
0153A,49100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",19600.0,,19600.0,19252.67,
0153A,49100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,17000.0,,17000.0,5731.71,
0153A,49100,22200,SERVICIOS DE TELECOMUNICACIONES,968303.56,,968303.56,960198.58,
0153A,49100,22201,COMUNICACIONES POSTALES,99.99,,99.99,,
0153A,49100,22602,PUBLICIDAD Y PROPAGANDA,7000.0,,7000.0,23336.55,
0153A,49100,22603,PUBLICACIÓN EN DIARIOS OFICIALES,3050.0,,3050.0,632.69,
0153A,49100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",6000.0,,6000.0,34102.9,
0153A,49100,22699,OTROS GASTOS DIVERSOS,800.0,,800.0,47864.4,
0153A,49100,22791,SERVICIOSTECNOLÓGICOS EXTERNOS,252082.33,,252082.33,266098.3,
0153A,49100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1618898.92,-155141.57,1463757.35,1004567.12,
0153A,49100,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500.0,,500.0,320.1,
0153A,49100,23010,DIETAS DEL PERSONAL DIRECTIVO,1600.0,,1600.0,947.17,
0153A,49100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,300.0,,300.0,,
0153A,49100,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,108.01,
0153A,49100,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,4000.0,,4000.0,544.64,
0153A,49100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,600.0,,600.0,,
0153A,49100,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,25000.0,-25000.0,,,
0153A,49100,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,53000.0,125000.0,178000.0,80067.72,
0153A,49100,62902,EQUIPAMIENTO PARA REDES DE COMUNICACIONES,22000.0,,22000.0,8767.96,
0153A,49100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,125000.0,-10165.0,114835.0,97601.39,
0153A,92000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,11060.0,152137.5,163197.5,163088.6,
0154A,13000,22699,OTROS GASTOS DIVERSOS,,,,,
0154A,13000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,,
0154A,13200,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,,300.0,300.0,100.0,
0154A,13200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,9122.52,
0154A,13200,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",25000.0,,25000.0,4671.65,
0154A,13200,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,50000.0,,50000.0,76602.36,
0154A,13200,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,8000.0,,8000.0,3522.12,
0154A,13200,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,190.0,
0154A,13200,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,,,,6081.88,
0154A,13200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,50000.0,,50000.0,18700.3,
0154A,13200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,10000.0,,10000.0,8514.06,
0154A,13200,22104,VESTUARIO,500000.0,,500000.0,119086.89,
0154A,13200,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,2000.0,,2000.0,1000.0,
0154A,13200,22109,ÚTILES Y HERRAMIENTAS,12000.0,,12000.0,2027.94,
0154A,13200,22113,MANUTENCIÓN DE ANIMALES,5000.0,,5000.0,4589.67,
0154A,13200,22199,OTROS SUMINISTROS,28100.0,,28100.0,24383.82,
0154A,13200,22201,COMUNICACIONES POSTALES,2000.0,,2000.0,466.88,
0154A,13200,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,5000.0,,5000.0,1458.38,
0154A,13200,22500,TRIBUTOS ESTATALES,,,,,
0154A,13200,22501,TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS,,,,349.05,
0154A,13200,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,,,,5869.0,
0154A,13200,22602,PUBLICIDAD Y PROPAGANDA,1000.0,,1000.0,,
0154A,13200,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,916.68,
0154A,13200,22699,OTROS GASTOS DIVERSOS,22500.0,,22500.0,22769.25,
0154A,13200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,17670.47,,17670.47,6111.4,
0154A,13200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,2500.0,,2500.0,2164.03,
0154A,13200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2500.0,,2500.0,2563.68,
0154A,13200,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,52600.71,
0154A,13200,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,727.99,
0154A,13200,62400,ELEMENTOS DE TRANSPORTE,,60000.0,60000.0,42824.52,
0154A,13200,62500,MOBILIARIO,30000.0,,30000.0,8940.98,
0154A,13200,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,867.76,
0154A,13200,62900,EQUIPOS DE TRANSMISIONES,85000.0,,85000.0,7407.07,
0154A,13300,22709,SERVICIO DE GRÚAS,131729.53,-60300.0,71429.53,61921.75,
0154B,13600,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,50000.0,-50000.0,,,
0154B,13600,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,898.8,
0154B,13600,20900,CÁNONES,860.0,,860.0,943.07,
0154B,13600,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,73877.43,,73877.43,7050.5,
0154B,13600,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",7000.0,,7000.0,7108.7,
0154B,13600,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,30000.0,,30000.0,20192.68,
0154B,13600,21401,MANTENIMIENTO ESPECIALIZADO DE VEHÍCULOS DE BOMBEROS,101088.32,,101088.32,166556.46,
0154B,13600,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,1517.51,
0154B,13600,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,,,,34297.78,
0154B,13600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,600.0,,600.0,407.61,
0154B,13600,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100.0,,100.0,,
0154B,13600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,1415.01,
0154B,13600,22102,GAS,120.0,,120.0,195.3,
0154B,13600,22103,COMBUSTIBLES Y CARBURANTES,45500.0,,45500.0,39452.19,
0154B,13600,22104,VESTUARIO,140000.0,-18000.0,122000.0,8666.96,
0154B,13600,22105,PRODUCTOS ALIMENTICIOS,4000.0,,4000.0,3950.03,
0154B,13600,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,350.0,,350.0,,
0154B,13600,22109,ÚTILES Y HERRAMIENTAS,1200.0,,1200.0,9815.45,
0154B,13600,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1400.0,,1400.0,,
0154B,13600,22199,OTROS SUMINISTROS,200.0,,200.0,1256.66,
0154B,13600,22300,GASTOS DE TRANSPORTES,,,,,
0154B,13600,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,100.0,,100.0,4550.5,
0154B,13600,22602,PUBLICIDAD Y PROPAGANDA,10000.0,-5000.0,5000.0,9585.97,
0154B,13600,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,1258.74,
0154B,13600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,50000.0,50000.0,29294.01,
0154B,13600,22699,OTROS GASTOS DIVERSOS,10000.0,,10000.0,12129.33,
0154B,13600,22700,LIMPIEZA Y ASEO,,,,,
0154B,13600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,100720.33,,100720.33,35119.77,
0154B,13600,23020,DIETAS DEL PERSONAL NO DIRECTIVO,3000.0,,3000.0,,
0154B,13600,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,3000.0,,3000.0,,
0154B,13600,60900,OTRAS INVERSIONES NUEVAS EN INFR EST. Y BIENES DE USO GNRAL.,7784.38,,7784.38,7734.16,
0154B,13600,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,117868.91,320444.51,438313.42,57083.71,320444.51
0154B,13600,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",51046.85,,51046.85,19828.56,
0154B,13600,62400,ELEMENTOS DE TRANSPORTE,332205.8,,332205.8,,
0154B,13600,62500,MOBILIARIO,9498.6,,9498.6,696.26,
0154B,13600,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,92685.32,92685.32,47354.23,45331.09
0154B,13600,62900,EQUIPOS DE TRANSMISIONES,13444.72,,13444.72,,
0154B,13600,62902,EQUIPAMIENTO PARA REDES DE COMUNICACIONES,,38415.19,38415.19,30232.85,8182.34
0154B,13600,64000,GASTOS EN INVERSIONES DE CARÁCTER INMATERIAL,,,,,
0154B,13600,64100,GASTOS EN APLICACIONES INFORMÁTICAS,46850.74,127978.23,174828.97,,127978.23
0154C,13500,22104,VESTUARIO,3732.76,18000.0,21732.76,17986.58,
0154C,13500,22105,PRODUCTOS ALIMENTICIOS,5000.0,5000.0,10000.0,15318.0,
0154C,13500,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,450.0,,450.0,,
0154C,13500,22109,ÚTILES Y HERRAMIENTAS,815.0,,815.0,,
0154C,13500,22199,OTROS SUMINISTROS,600.0,,600.0,,
0154C,13500,22400,PRIMAS DE SEGUROS,500.0,,500.0,421.63,
0154C,13500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,7902.24,,7902.24,7648.1,
0154D,13000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,,
0154D,13000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100.0,,100.0,,
0154D,13000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,200.0,,200.0,,
0154D,13000,22104,VESTUARIO,600.0,,600.0,,
0154D,13000,22200,SERVICIOS DE TELECOMUNICACIONES,100.0,,100.0,,
0154D,13000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,5000.0,,5000.0,,
0154D,13000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,100.0,,100.0,,
0154D,13000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,100.0,,100.0,,
0154D,13000,64000,GASTOS EN INVERSIONES DE CARÁCTER INMATERIAL,300.0,,300.0,,
0250A,15000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,57797.28,,57797.28,58994.87,
0250A,15000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1700.0,,1700.0,,
0250A,15101,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,58334.4,,58334.4,53234.4,
0250A,15101,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,30092.4,
0250A,15101,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,20680.48,,20680.48,8640.24,
0250A,15101,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,40118.84,,40118.84,48625.97,
0250A,15101,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,56635.44,,56635.44,52786.06,
0250A,15101,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,119508.48,-4000.0,115508.48,114428.16,
0250A,15101,12300,RESIDENCIA PERSONAL FUNCIONARIO,14373.12,,14373.12,12985.92,
0250A,15101,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,11955.58,,11955.58,39095.15,
0250A,15101,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,13811.64,,13811.64,39491.04,
0250A,15101,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,753194.32,,753194.32,837286.83,
0250A,15102,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,96560.2,,96560.2,56024.91,
0250A,15102,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,57538.8,,57538.8,46031.04,
0250A,15102,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,129603.6,,129603.6,101522.88,
0250A,15102,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,14382.0,,14382.0,14382.0,
0250A,15102,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,121780.48,60000.0,181780.48,117958.89,
0250A,15102,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,165797.88,,165797.88,123245.74,
0250A,15102,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,339171.84,-81000.0,258171.84,257211.69,
0250A,15102,12300,RESIDENCIA PERSONAL FUNCIONARIO,45916.08,,45916.08,33981.46,
0250A,15102,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,69097.32,
0250A,15102,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,84210.45,
0250A,15102,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,1361457.42,,1361457.42,1416583.54,
0250A,15210,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,,13308.6,,
0250A,15210,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,,,,11507.76,
0250A,15210,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,29320.72,,29320.72,7488.24,
0250A,15210,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,16680.64,,16680.64,10822.44,
0250A,15210,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,22052.52,,22052.52,12484.2,
0250A,15210,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,47416.32,-20000.0,27416.32,27401.52,
0250A,15210,12300,RESIDENCIA PERSONAL FUNCIONARIO,6220.08,,6220.08,2884.68,
0250A,15210,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,212171.16,,212171.16,217779.94,
0250A,15320,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,3400.0,,3400.0,,
0250A,15320,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,11507.76,
0250A,15320,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,18980.48,,18980.48,17280.48,
0250A,15320,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,11970.42,,11970.42,16356.04,
0250A,15320,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,15593.64,,15593.64,15593.64,
0250A,15320,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,32901.12,,32901.12,32901.12,
0250A,15320,12300,RESIDENCIA PERSONAL FUNCIONARIO,4456.8,,4456.8,4456.8,
0250A,15320,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,29895.58,,29895.58,39846.76,
0250A,15320,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,29725.98,,29725.98,38981.35,
0250A,15320,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,169488.48,,169488.48,173592.68,
0250A,15320,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,368109.66,,368109.66,377291.96,
0250A,16100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,26617.2,,26617.2,13308.6,
0250A,16100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,1700.0,,1700.0,,
0250A,16100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,25920.72,,25920.72,25920.72,
0250A,16100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,21386.68,,21386.68,22405.22,
0250A,16100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,29012.88,,29012.88,23482.26,
0250A,16100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,60480.0,-10000.0,50480.0,46690.56,
0250A,16100,12300,RESIDENCIA PERSONAL FUNCIONARIO,8278.56,,8278.56,6220.08,
0250A,16100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,20364.06,20364.06,32293.69,
0250A,16100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,23193.6,23193.6,34671.99,
0250A,16100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,46333.06,,46333.06,,
0250A,16100,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,214276.86,74348.93,288625.79,186096.13,
0250A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,111543.96,,111543.96,98801.84,
0250B,15101,20900,CÁNONES,,,,13380.13,
0250B,15101,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,15000.0,,15000.0,20315.47,
0250B,15101,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,35000.0,,35000.0,48982.05,
0250B,15101,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,5000.0,,5000.0,772.78,
0250B,15101,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,18000.0,,18000.0,12979.27,
0250B,15101,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1000.0,,1000.0,,
0250B,15101,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,18000.0,,18000.0,,
0250B,15101,22200,SERVICIOS DE TELECOMUNICACIONES,,,,26.25,
0250B,15101,22501,TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS,,,,657.51,
0250B,15101,22602,PUBLICIDAD Y PROPAGANDA,2500.0,,2500.0,8902.4,
0250B,15101,22603,PUBLICACIÓN EN DIARIOS OFICIALES,5000.0,,5000.0,3775.36,
0250B,15101,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",15000.0,,15000.0,64874.72,
0250B,15101,22697,OTROS GASTOS DIVERSOS. INDEMNIZACIONES POR SENTENCIAS,75000.0,,75000.0,,
0250B,15101,22699,OTROS GASTOS DIVERSOS,25000.0,,25000.0,5136.0,
0250B,15101,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,250000.0,,250000.0,172311.4,
0250B,15101,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,50000.0,,50000.0,3200.28,
0250B,15101,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1500.0,,1500.0,,
0250B,15101,35200,INTERESES DE DEMORA,3606025.82,,3606025.82,3598639.28,
0250B,15101,60000,INVERSION EN TERRENOS,10760222.27,951898.84,11712121.11,12055481.47,
0250B,15101,60900,OTRAS INVERSIONES NUEVAS EN INFR EST. Y BIENES DE USO GNRAL.,8193218.84,131798.04,8325016.88,1764184.03,75468.8
0250B,15101,61000,INVERSIONES DE REPOSICIÓN EN TERRENOS,,300000.0,300000.0,257650.18,
0250B,15101,61900,OTRAS REPOSICIONES DE USO GENERAL,1471544.55,50317.41,1521861.96,94626.61,
0250B,15101,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,1589651.79,,1589651.79,73173.09,
0250B,15101,76100,"TRANSF. DE CAPITAL A DIPUTACIONES, CONSEJOS O CABILDOS",1200000.0,311522.52,1511522.52,1400260.88,49321.29
0250B,15112,60900,OTRAS INVERSIONES NUEVAS EN INFR EST. Y BIENES DE USO GNRAL.,,,,,
0250B,15112,61900,OTRAS REPOSICIONES DE USO GENERAL,,,,,
0250B,15117,60900,OTRAS INVERSIONES NUEVAS EN INFR EST. Y BIENES DE USO GNRAL.,,,,240986.07,
0250B,15117,61900,OTRAS REPOSICIONES DE USO GENERAL,,,,20000.0,
0250C,15210,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3000.0,,3000.0,993.4,
0250C,15210,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000.0,,5000.0,,
0250C,15210,22200,SERVICIOS DE TELECOMUNICACIONES,700.0,,700.0,,
0250C,15210,22300,GASTOS DE TRANSPORTES,,,,206.0,
0250C,15210,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,11662.05,
0250C,15210,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",35000.0,,35000.0,13791.79,
0250C,15210,22699,OTROS GASTOS DIVERSOS,5000.0,,5000.0,942.31,
0250C,15210,22701,SEGURIDAD,,,,17334.0,
0250C,15210,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,150000.0,,150000.0,108166.63,
0250C,15210,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500.0,,500.0,400.27,
0250C,15210,23020,DIETAS DEL PERSONAL NO DIRECTIVO,500.0,,500.0,,
0250C,15210,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1000.0,,1000.0,991.3,
0250C,15210,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,,
0250C,15210,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,700000.0,300000.0,1000000.0,701811.34,
0250C,15210,68200,GASTOS EN INVERSIONES DE EDIFICIOS Y OTRAS CONSTRUCCIONES,200000.0,300000.0,500000.0,334414.11,
0250C,15210,78900,OTRAS TRANSFERENCIAS DE CAPITAL,3499378.1,2137605.88,5636983.98,2676554.59,42787.3
0250C,15220,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,12800.0,,12800.0,21900.88,
0250C,15220,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1000.0,,1000.0,211.73,
0250C,15220,21201,REPAR/MANTEN. DE VIVIENDAS,43000.0,,43000.0,26057.69,
0250C,15220,22100,ENERGÍA ELÉCTRICA,500.0,,500.0,521.64,
0250C,15220,22101,AGUA,1000.0,,1000.0,86.04,
0250C,15220,22614,CUOTAS DE COMUNIDAD,60000.0,,60000.0,66979.08,
0250C,15220,60900,OTRAS INVERSIONES NUEVAS EN INFR EST. Y BIENES DE USO GNRAL.,150000.0,,150000.0,149969.06,
0250C,15220,78900,OTRAS TRANSFERENCIAS DE CAPITAL,450621.9,-395510.84,55111.06,,
0250D,16000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,726.55,
0250D,16000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",95.0,,95.0,,
0250D,16000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,71.0,,71.0,51.36,
0250D,16000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,95.0,,95.0,,
0250D,16000,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,50000.0,,50000.0,125624.19,
0250D,16000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1500.0,,1500.0,270.53,
0250D,16000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1500.0,,1500.0,,
0250D,16000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1500.0,,1500.0,887.79,
0250D,16000,22103,COMBUSTIBLES Y CARBURANTES,2360.0,,2360.0,,
0250D,16000,22109,ÚTILES Y HERRAMIENTAS,85.5,,85.5,,
0250D,16000,22199,OTROS SUMINISTROS,85.5,,85.5,,
0250D,16000,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,923982.76,-725000.0,198982.76,,
0250D,16000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",750.0,,750.0,,
0250D,16000,22703,SERVICIOS POSTALES Y MENSAJERÍA,190.0,,190.0,,
0250D,16000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,210000.0,,210000.0,19153.0,
0250D,16000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,5138052.55,-5767.16,5132285.39,,
0250D,16000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,71.0,,71.0,65.97,
0250D,16000,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,,
0250D,16000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,190.0,,190.0,296.09,
0250D,16000,60900,OTRAS INVERSIONES NUEVAS EN INFR EST. Y BIENES DE USO GNRAL.,75000.0,,75000.0,,
0250D,16000,61900,OTRAS REPOSICIONES DE USO GENERAL,1896700.0,-280785.86,1615914.14,466658.4,
