#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0151C,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,8640.24,
0151C,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,9893.34,,9893.34,3170.16,
0151C,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,11960.1,,11960.1,1940.77,
0151C,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,16388.88,-11000.0,5388.88,5276.4,
0151C,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,28487.1,-20000.0,8487.1,7724.88,
0151C,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,3803.64,,3803.64,1387.2,
0151C,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,48846.6,,48846.6,46297.98,
0151C,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,8113.32,,8113.32,2398.06,
0151C,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,100.0,,100.0,,
0151C,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",35489.0,,35489.0,986.4,
0151C,92000,22699,OTROS GASTOS DIVERSOS,200.0,,200.0,,
0152A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,,,13172.25,
0152A,91200,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,58349.28,0.24,58349.52,49842.1,
0152A,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,,13308.6,13271.63,
0152A,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,25892.46,
0152A,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,18000.5,
0152A,92000,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,26326.56,,26326.56,19744.92,
0152A,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,22472.4,,22472.4,21350.33,
0152A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,37160.4,,37160.4,18590.59,
0152A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,49332.0,,49332.0,50045.35,
0152A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,88797.12,,88797.12,86650.53,
0152A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,12237.36,,12237.36,11757.92,
0152A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,92214.48,-25000.0,67214.48,55459.89,
0152A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,86970.72,-25000.0,61970.72,57264.38,
0152A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,21514.8,,21514.8,15067.9,
0152A,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,107719.32,,107719.32,100237.86,
0152A,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,25061.16,,25061.16,23278.48,
0152A,92000,15004,PRODUCTIVIDAD PERSONAL LABORAL,14495.4,,14495.4,12324.88,
0152A,92000,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,900.0,,900.0,,
0152A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,300.0,,300.0,,
0152A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,400.0,,400.0,3805.77,
0152A,92000,22104,VESTUARIO,,,,7262.63,
0152A,92000,22602,PUBLICIDAD Y PROPAGANDA,400.0,,400.0,,
0152A,92000,22699,OTROS GASTOS DIVERSOS,666.25,,666.25,48.65,
0152A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,136433.75,,136433.75,81212.38,
0152A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,900.0,,900.0,459.05,
0152B,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,8630.82,
0152B,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,51841.44,,51841.44,41041.14,
0152B,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,,7191.0,7171.03,
0152B,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,21613.32,,21613.32,15349.47,
0152B,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,31367.64,,31367.64,12755.75,
0152B,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,39922.92,,39922.92,30414.24,
0152B,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,68476.08,-20000.0,48476.08,48441.68,
0152B,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,11148.96,,11148.96,8991.18,
0152B,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,12877.2,,12877.2,13892.58,
0152B,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,13119.6,,13119.6,16116.51,
0152B,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,193201.32,-13422.29,179779.03,176961.47,
0152B,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,19924.68,,19924.68,15809.87,
0152B,92000,15004,PRODUCTIVIDAD PERSONAL LABORAL,2186.64,,2186.64,2119.91,
0152B,92000,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,9000.0,,9000.0,2793.22,
0152B,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,63.0,
0152B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,5000.0,,5000.0,10097.12,
0152B,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",300.0,,300.0,,
0152B,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2200.0,,2200.0,4870.58,
0152B,92000,22104,VESTUARIO,,,,256.65,
0152B,92000,22201,COMUNICACIONES POSTALES,6000.0,,6000.0,,
0152B,92000,22699,OTROS GASTOS DIVERSOS,3000.0,,3000.0,,
0152B,92000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,1000.0,,1000.0,,
0152B,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,16552.3,11146.74,27699.04,23001.17,
0152B,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,500.0,,500.0,,
0152B,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,467.61,,467.61,645.0,
0152C,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,8630.82,
0152C,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,43201.2,,43201.2,47473.32,
0152C,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,17080.8,,17080.8,16659.58,
0152C,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,23679.36,,23679.36,11806.36,
0152C,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,31221.96,,31221.96,34439.94,
0152C,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,50493.84,2800.0,53293.84,53236.47,
0152C,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,8618.4,,8618.4,8883.7,
0152C,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,83748.96,,83748.96,75203.54,
0152C,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,74178.24,,74178.24,76349.59,
0152C,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,344307.96,-80000.0,264307.96,242908.67,
0152C,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,633509.16,-53544.0,579965.16,535070.11,
0152C,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,15055.68,,15055.68,11629.72,
0152C,92000,15004,PRODUCTIVIDAD PERSONAL LABORAL,12363.12,,12363.12,12259.64,
0152C,92000,21500,REPAR/MANTEN. MOBILIARIO,500.0,,500.0,1435.81,
0152C,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1200.0,,1200.0,1336.76,
0152C,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2250.0,,2250.0,1799.0,
0152C,92000,22201,COMUNICACIONES POSTALES,153000.0,,153000.0,104824.75,
0152D,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,17280.48,
0152D,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,6340.32,,6340.32,6340.32,
0152D,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,9152.88,,9152.88,4576.42,
0152D,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,12271.44,,12271.44,12271.44,
0152D,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,22069.68,,22069.68,22069.68,
0152D,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,2774.4,,2774.4,2774.4,
0152D,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,55563.72,,55563.72,46754.24,
0152D,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,56619.36,,56619.36,54554.66,
0152D,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,6185.88,,6185.88,6185.9,
0152D,92000,15004,PRODUCTIVIDAD PERSONAL LABORAL,9436.68,,9436.68,9161.24,
0152D,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1154.25,,1154.25,,
0152D,92000,21500,REPAR/MANTEN. MOBILIARIO,134.24,,134.24,,
0152D,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,384.75,,384.75,192.25,
0152D,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",92.34,,92.34,,
0152D,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,96.19,,96.19,458.45,
0153A,23100,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,1122.63,1122.63,1122.63,
0153A,31301,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,800.0,800.0,637.72,
0153A,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1109.05,,1109.05,,
0153A,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,23015.52,
0153A,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,25920.72,,25920.72,26100.78,
0153A,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,35955.0,,35955.0,35935.03,
0153A,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,23071.92,,23071.92,22712.55,
0153A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,48566.95,,48566.95,23558.26,
0153A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,62338.16,,62338.16,62353.3,
0153A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,132350.73,1500.0,133850.73,133826.02,
0153A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,13414.74,,13414.74,13268.92,
0153A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,70296.0,,70296.0,57237.74,
0153A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,77705.64,,77705.64,73622.55,
0153A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,93380.16,,93380.16,87715.76,
0153A,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,320997.24,,320997.24,306300.48,
0153A,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,34683.88,,34683.88,33702.03,
0153A,92000,15004,PRODUCTIVIDAD PERSONAL LABORAL,12951.0,,12951.0,12262.59,
0153A,92000,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,,400.0,400.0,395.0,
0153A,92000,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,,,,859.41,
0153A,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,483.9,483.9,1771.11,
0153A,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",2992.5,,2992.5,31.5,
0153A,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,486.85,
0153A,92000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,2992.5,,2992.5,48.15,
0153A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1453.5,-630.0,823.5,246.51,
0153A,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",427.5,,427.5,,
0153A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,18382.5,,18382.5,1769.78,
0153A,92000,22200,SERVICIOS DE TELECOMUNICACIONES,898718.28,87366.68,986084.96,924271.81,
0153A,92000,22201,COMUNICACIONES POSTALES,102.6,,102.6,,
0153A,92000,22791,SERVICIOS TECNOLÓGICOS EXTERNOS,263400.36,,263400.36,239572.41,
0153A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,790515.59,203359.45,993875.04,899006.73,
0153A,92000,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,513.0,,513.0,,
0153A,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,,,,1709.58,
0153A,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,940.5,,940.5,362.67,
0153A,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,,,,1810.19,
0153A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1282.5,,1282.5,286.42,
0153A,92000,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,4494.0,
0153A,92000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,282000.0,2220.47,284220.47,267421.58,
0153A,92000,62900,EQUIPOS DE TRANSMISIONES,,,,2597.28,
0153A,92000,62902,EQUIPAMIENTO PARA REDES DE COMUNICACIONES,12000.0,,12000.0,12463.14,
0153A,92000,64100,GASTOS EN APLICACIONES INFORMÁTICAS,98000.03,24275.09,122275.12,122122.53,
0153A,93100,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,2100.0,2100.0,1803.06,
0153A,93100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,4300.0,4300.0,4199.77,
0153A,93300,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,1600.0,1600.0,1202.04,
0154A,13000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,93160.2,,93160.2,92051.15,
0154A,13000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,395099.76,-15000.0,380099.76,374385.79,
0154A,13000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,4564206.78,-261518.31,4302688.47,4289576.59,
0154A,13000,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,6581.64,,6581.64,2600.81,
0154A,13000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,888432.38,-79899.46,808532.92,800623.15,
0154A,13000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,2225339.09,-43966.16,2181372.93,1075582.95,
0154A,13000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,2517464.57,-93392.86,2424071.71,2417668.08,
0154A,13000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,5007362.48,-43507.39,4963855.09,4952749.51,
0154A,13000,12300,RESIDENCIA PERSONAL FUNCIONARIO,805970.08,-53862.33,752107.75,748009.9,
0154A,13000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,105841.44,,105841.44,87792.58,
0154A,13000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,101915.04,,101915.04,100580.74,
0154A,13000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,502397.52,-15000.0,487397.52,454879.72,
0154A,13000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,2591173.91,-216089.81,2375084.1,2366433.6,
0154A,13000,15004,PRODUCTIVIDAD PERSONAL LABORAL,16986.12,,16986.12,16523.43,
0154A,13000,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,6000.0,,6000.0,,
0154A,13000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",6200.0,,6200.0,5017.75,
0154A,13000,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,2500.0,,2500.0,1946.66,
0154A,13000,21500,REPAR/MANTEN. MOBILIARIO,5000.0,,5000.0,5222.19,
0154A,13000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,39300.0,-15718.25,23581.75,17504.29,
0154A,13000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",2310.0,-1500.0,810.0,605.0,
0154A,13000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5500.0,,5500.0,7500.0,
0154A,13000,22104,VESTUARIO,353780.0,-88903.09,264876.91,185156.23,
0154A,13000,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,100.0,,100.0,99.75,
0154A,13000,22109,ÚTILES Y HERRAMIENTAS,500.0,,500.0,2548.32,
0154A,13000,22113,MANUTENCIÓN DE ANIMALES,3400.0,,3400.0,3047.4,
0154A,13000,22199,OTROS SUMINISTROS,9000.0,,9000.0,31529.54,
0154A,13000,22201,COMUNICACIONES POSTALES,,,,196.25,
0154A,13000,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,3860.0,442.9,4302.9,3844.21,
0154A,13000,22699,OTROS GASTOS DIVERSOS,22300.0,,22300.0,24115.81,
0154A,13000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,304384.99,77259.16,381644.15,303973.63,
0154A,13000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,257.32,
0154A,13000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,,,,408.38,
0154A,13000,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",12000.0,101073.91,113073.91,52738.72,
0154A,13000,62400,ELEMENTOS DE TRANSPORTE,,2851.13,2851.13,2851.13,
0154A,13000,68200,GASTOS EN INVERSIONES DE EDIFICIOS Y OTRAS CONSTRUCCIONES,50000.0,,50000.0,49996.81,
0154B,13500,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,14417.65,,14417.65,13308.6,
0154B,13500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,70561.96,,70561.96,69121.92,
0154B,13500,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,1028912.25,,1028912.25,1009898.33,
0154B,13500,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,158105.69,,158105.69,163460.82,
0154B,13500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,736059.8,,736059.8,362794.9,
0154B,13500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,596968.83,,596968.83,604853.02,
0154B,13500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,2832049.96,-20000.0,2812049.96,2805541.64,
0154B,13500,12300,RESIDENCIA PERSONAL FUNCIONARIO,177154.58,,177154.58,173728.66,
0154B,13500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,69537.96,-6516.91,63021.05,51776.64,
0154B,13500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,63484.8,-5750.76,57734.04,53156.12,
0154B,13500,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,47088.0,,47088.0,48616.63,
0154B,13500,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,558639.34,-20000.0,538639.34,535122.69,
0154B,13500,15004,PRODUCTIVIDAD PERSONAL LABORAL,10580.88,,10580.88,10143.01,
0154B,13500,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,672.53,
0154B,13500,20900,CÁNONES,860.0,,860.0,,
0154B,13500,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,300.0,,300.0,4434.42,
0154B,13500,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",7000.0,10410.11,17410.11,10937.61,
0154B,13500,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,7000.0,,7000.0,68483.04,
0154B,13500,21401,MANTENIM. ESPECIALIZADO VEHÍCULOS DE BOMBEROS,7000.0,,7000.0,97013.85,
0154B,13500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,312.39,
0154B,13500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,,,,935.03,
0154B,13500,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",190.0,,190.0,237.0,
0154B,13500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,1569.86,
0154B,13500,22102,GAS,90.0,,90.0,78.25,
0154B,13500,22104,VESTUARIO,86781.57,139678.46,226460.03,184398.74,
0154B,13500,22105,PRODUCTOS ALIMENTICIOS,600.0,,600.0,5399.91,
0154B,13500,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,350.0,,350.0,,
0154B,13500,22109,ÚTILES Y HERRAMIENTAS,1200.0,,1200.0,,
0154B,13500,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1400.0,,1400.0,171.65,
0154B,13500,22199,OTROS SUMINISTROS,200.0,,200.0,1909.95,
0154B,13500,22699,OTROS GASTOS DIVERSOS,2700.0,,2700.0,2971.59,
0154B,13500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,262710.0,40460.72,303170.72,143975.49,
0154B,13500,23020,DIETAS DEL PERSONAL NO DIRECTIVO,200.0,,200.0,182.47,
0154B,13500,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,200.0,,200.0,,
0154B,13500,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,12000.0,12000.0,10186.4,12000.0
0154B,13500,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,300000.0,143956.65,443956.65,,
0154B,13500,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",180000.0,278751.35,458751.35,123670.31,278751.35
0154B,13500,62500,MOBILIARIO,,32452.33,32452.33,31530.68,32452.33
0154B,13500,62900,EQUIPOS DE TRANSMISIONES,95000.0,73956.38,168956.38,11313.42,73956.38
0154B,13500,63200,"EDIFICIOS-OT.CONSTRUCCIONES, USO OPER.",,61194.23,61194.23,,61194.23
0154B,13500,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,123000.0,123000.0,,123000.0
0154C,13400,22104,VESTUARIO,4500.0,,4500.0,5370.42,
0154C,13400,22105,PRODUCTOS ALIMENTICIOS,5000.0,,5000.0,5000.0,
0154C,13400,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,450.0,,450.0,,
0154C,13400,22109,ÚTILES Y HERRAMIENTAS,815.0,,815.0,,
0154C,13400,22199,OTROS SUMINISTROS,1642.49,,1642.49,,
0154C,13400,22400,PRIMAS DE SEGUROS,500.0,,500.0,424.28,
0154C,13400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,7372.66,,7372.66,6751.65,
0154C,13400,62900,EQUIPOS DE TRANSMISIONES,,30651.0,30651.0,,
0201F,15100,22701,SEGURIDAD,,,,,
0250A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,60958.8,,60958.8,52171.61,
0250A,91200,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,61171.44,,61171.44,57463.66,
0250A,91200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8640.24,,8640.24,8640.24,
0250A,91200,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,1174.92,,1174.92,1174.92,
0250A,91200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,4458.96,,4458.96,1713.96,
0250A,91200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,4737.48,,4737.48,4737.48,
0250A,91200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,13425.0,,13425.0,7238.64,
0250A,91200,12300,RESIDENCIA PERSONAL FUNCIONARIO,1387.2,,1387.2,1387.2,
0250A,91200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,2712.57,
0250A,91200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,4612.08,
0250A,91200,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,27941.64,,27941.64,20450.17,
0250A,91200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,25818.24,,25818.24,24308.61,
0250A,91200,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,3258.24,,3258.24,2227.22,
0250B,15100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,186320.4,-13308.6,173011.8,148279.98,
0250B,15100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,115077.6,,115077.6,120548.93,
0250B,15100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,138243.84,,138243.84,125418.97,
0250B,15100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,14382.0,,14382.0,14362.03,
0250B,15100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,115446.6,,115446.6,105525.54,
0250B,15100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,199951.2,-6234.6,193716.6,90742.88,
0250B,15100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,278284.56,-6995.04,271289.52,251191.89,
0250B,15100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,508001.4,-49344.8,458656.6,444594.05,
0250B,15100,12300,RESIDENCIA PERSONAL FUNCIONARIO,70124.64,-2058.48,68066.16,62978.51,
0250B,15100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,88201.92,,88201.92,80975.37,
0250B,15100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,84924.48,,84924.48,89164.92,
0250B,15100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,152598.36,,152598.36,132384.17,
0250B,15100,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,1473464.4,46000.0,1519464.4,1486032.86,
0250B,15100,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,142735.08,-3899.76,138835.32,123857.09,
0250B,15100,15004,PRODUCTIVIDAD PERSONAL LABORAL,14154.12,,14154.12,15293.26,
0250B,15101,20900,CÁNONES,,,,2704.71,
0250B,15101,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,100000.0,,100000.0,203149.83,
0250B,15101,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1000.0,,1000.0,,
0250B,15101,21500,REPAR/MANTEN. MOBILIARIO,1000.0,,1000.0,1149.17,
