#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0152C,92500,22201,COMUNICACIONES POSTALES,120000.0,-1680.0,118320.0,87740.34,
0152C,92500,22602,PUBLICIDAD Y PROPAGANDA,,,,2570.78,
0152C,92500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,,,,,
0152D,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,867.48,,867.48,867.0,
0152D,92000,21500,REPAR/MANTEN. MOBILIARIO,134.24,,134.24,,
0152D,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,384.75,,384.75,128.44,
0152D,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",92.34,,92.34,,
0152D,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,121.19,,121.19,562.48,
0153A,13000,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,9670.0,9670.0,9670.0,
0153A,16100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,3765.0,3765.0,3765.0,
0153A,16200,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,10500.0,10500.0,10500.0,
0153A,16500,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,1260.0,1260.0,1260.0,
0153A,49100,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1000.0,,1000.0,,
0153A,49100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,192.6,
0153A,49100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",2950.0,,2950.0,,
0153A,49100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,2900.0,,2900.0,107.79,
0153A,49100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,900.0,,900.0,226.31,
0153A,49100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",19200.0,,19200.0,19062.05,
0153A,49100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,17000.0,,17000.0,6763.89,
0153A,49100,22200,SERVICIOS DE TELECOMUNICACIONES,967615.56,,967615.56,878989.37,
0153A,49100,22201,COMUNICACIONES POSTALES,100.0,,100.0,,
0153A,49100,22602,PUBLICIDAD Y PROPAGANDA,,,,18804.41,
0153A,49100,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,1212.51,
0153A,49100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,5392.8,
0153A,49100,22699,OTROS GASTOS DIVERSOS,,,,15029.11,
0153A,49100,22791,SERVICIOS TECNOLÓGICOS EXTERNOS,16000.33,,16000.33,220841.0,
0153A,49100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1493734.11,-170800.0,1322934.11,1095028.83,
0153A,49100,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500.0,,500.0,,
0153A,49100,23010,DIETAS DEL PERSONAL DIRECTIVO,1000.0,,1000.0,1677.8,
0153A,49100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,300.0,,300.0,18.7,
0153A,49100,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,1200.0,,1200.0,3056.89,
0153A,49100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,600.0,,600.0,405.44,
0153A,49100,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,16968.31,
0153A,49100,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,195830.0,163000.0,358830.0,351365.83,
0153A,49100,62902,EQUIPAMIENTO PARA REDES DE COMUNICACIONES,22000.0,,22000.0,6631.0,
0153A,49100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,132170.0,7800.0,139970.0,139738.27,
0153A,91200,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,600.0,600.0,600.0,
0153A,92000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,52035.0,52035.0,50943.3,
0153A,92000,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,12225.0,12225.0,12225.0,
0153A,92400,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,1200.0,1200.0,1200.0,
0153A,92500,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,1680.0,1680.0,1680.0,
0153A,93100,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,1650.0,1650.0,1650.0,
0153A,93100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,885.0,885.0,885.0,
0153A,93200,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,3965.0,3965.0,3965.0,
0154A,13000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",10050.49,,10050.49,7037.88,
0154A,13000,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,4000.0,,4000.0,42883.85,
0154A,13000,21500,REPAR/MANTEN. MOBILIARIO,8000.0,,8000.0,5638.42,
0154A,13000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,45000.0,,45000.0,36153.68,
0154A,13000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,10000.0,,10000.0,8099.01,
0154A,13000,22104,VESTUARIO,465263.0,-176723.25,288539.75,254328.5,
0154A,13000,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,500.0,,500.0,1000.0,
0154A,13000,22109,ÚTILES Y HERRAMIENTAS,12000.0,,12000.0,6476.85,
0154A,13000,22113,MANUTENCIÓN DE ANIMALES,5000.0,,5000.0,3494.7,
0154A,13000,22199,OTROS SUMINISTROS,40000.0,,40000.0,33655.6,
0154A,13000,22201,COMUNICACIONES POSTALES,1000.0,,1000.0,,
0154A,13000,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,5000.0,,5000.0,1984.48,
0154A,13000,22602,PUBLICIDAD Y PROPAGANDA,,,,492.2,
0154A,13000,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,1880.74,
0154A,13000,22699,OTROS GASTOS DIVERSOS,22300.0,,22300.0,20918.95,
0154A,13000,22709,SERVICIO DE GRÚAS,236325.5,-102494.14,133831.36,100551.79,
0154A,13000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,35561.01,,35561.01,32637.25,
0154A,13000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,1652.15,
0154A,13000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,,,,2070.28,
0154A,13000,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,4098.1,
0154A,13000,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,19249.3,19249.3,43164.18,
0154A,13000,62400,ELEMENTOS DE TRANSPORTE,,8723.25,8723.25,32597.57,
0154A,13000,62500,MOBILIARIO,30000.0,13574.84,43574.84,70767.76,
0154A,13000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,2603.28,
0154A,13000,62900,EQUIPOS DE TRANSMISIONES,85000.0,60000.0,145000.0,63004.31,
0154B,13500,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,200000.0,-197605.0,2395.0,,
0154B,13500,20900,CÁNONES,860.0,,860.0,943.07,
0154B,13500,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,31376.0,12000.0,43376.0,26854.56,
0154B,13500,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",7000.0,11000.0,18000.0,15593.63,
0154B,13500,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,30000.0,30299.23,60299.23,59789.77,
0154B,13500,21401,MANTENIM. ESPECIALIZADO VEHÍCULOS DE BOMBEROS,31088.32,77969.08,109057.4,57658.67,
0154B,13500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,207.56,
0154B,13500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,600.0,,600.0,651.08,
0154B,13500,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100.0,,100.0,,
0154B,13500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,1408.64,
0154B,13500,22102,GAS,120.0,19.0,139.0,176.5,
0154B,13500,22103,COMBUSTIBLES Y CARBURANTES,100000.0,-53399.52,46600.48,42925.51,
0154B,13500,22104,VESTUARIO,140000.0,,140000.0,140479.8,
0154B,13500,22105,PRODUCTOS ALIMENTICIOS,4000.0,,4000.0,3451.8,
0154B,13500,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,350.0,,350.0,,
0154B,13500,22109,ÚTILES Y HERRAMIENTAS,1200.0,,1200.0,600.0,
0154B,13500,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1400.0,130.54,1530.54,630.77,
0154B,13500,22199,OTROS SUMINISTROS,200.0,,200.0,2710.39,
0154B,13500,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,,,,642.0,
0154B,13500,22602,PUBLICIDAD Y PROPAGANDA,,,,6449.55,
0154B,13500,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,28081.0,28081.0,27358.25,
0154B,13500,22699,OTROS GASTOS DIVERSOS,10000.0,,10000.0,12102.08,
0154B,13500,22700,LIMPIEZA Y ASEO,,,,1134.2,
0154B,13500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,98821.76,29.29,98851.05,105692.63,
0154B,13500,23020,DIETAS DEL PERSONAL NO DIRECTIVO,3000.0,,3000.0,,
0154B,13500,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,3000.0,,3000.0,,
0154B,13500,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,437487.58,437487.58,119189.13,
0154B,13500,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,702.58,
0154B,13500,62500,MOBILIARIO,,,,3863.84,
0154B,13500,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,204928.0,,204928.0,106884.04,
0154B,13500,62902,EQUIPAMIENTO PARA REDES DE COMUNICACIONES,39772.0,,39772.0,,
0154B,13500,64100,GASTOS EN APLICACIONES INFORMÁTICAS,340000.0,,340000.0,209536.3,
0154C,13400,22104,VESTUARIO,3762.07,18000.0,21762.07,,
0154C,13400,22105,PRODUCTOS ALIMENTICIOS,5000.0,,5000.0,10280.0,
0154C,13400,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,450.0,,450.0,,
0154C,13400,22109,ÚTILES Y HERRAMIENTAS,815.0,,815.0,,
0154C,13400,22199,OTROS SUMINISTROS,600.0,,600.0,,
0154C,13400,22400,PRIMAS DE SEGUROS,500.0,,500.0,421.06,
0154C,13400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,7872.93,,7872.93,7672.06,
0250A,15000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,57797.28,,57797.28,58291.25,
0250A,15000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1109.05,,1109.05,,
0250A,15000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,11507.76,
0250A,15000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,5018.61,,5018.61,6928.03,
0250A,15000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,6701.0,,6701.0,8001.68,
0250A,15000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,14333.76,,14333.76,17498.88,
0250A,15000,12300,RESIDENCIA PERSONAL FUNCIONARIO,1853.94,,1853.94,1682.4,
0250A,15100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,441401.9,,441401.9,129758.85,
0250A,15100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,161108.64,,161108.64,68860.95,
0250A,15100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,190805.3,,190805.3,101004.52,
0250A,15100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,93483.0,,93483.0,14701.6,
0250A,15100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,338696.2,,338696.2,162408.65,
0250A,15100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,452611.19,,452611.19,208686.13,
0250A,15100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,932158.08,-548255.68,383902.4,383567.79,
0250A,15100,12300,RESIDENCIA PERSONAL FUNCIONARIO,137324.2,,137324.2,48691.37,
0250A,15100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,11955.58,,11955.58,102356.71,
0250A,15100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,13811.64,,13811.64,121195.66,
0250A,15100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,,,8674.62,
0250A,15100,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,92000.0,92000.0,1394508.8,
0250A,15200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,26617.2,,26617.2,,
0250A,15200,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,34523.28,,34523.28,11507.76,
0250A,15200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,53281.48,,53281.48,16128.48,
0250A,15200,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,28764.0,,28764.0,,
0250A,15200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,54601.68,,54601.68,14686.89,
0250A,15200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,71827.66,,71827.66,17221.68,
0250A,15200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,139628.16,-101728.96,37899.2,37804.08,
0250A,15200,12300,RESIDENCIA PERSONAL FUNCIONARIO,22292.0,,22292.0,4271.88,
0250A,15200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,23505.04,
0250A,15200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,25765.43,
0250A,15200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,,,254529.39,
0250A,15500,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,26617.2,,26617.2,,
0250A,15500,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,46031.04,,46031.04,11507.76,
0250A,15500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,43201.2,,43201.2,16740.47,
0250A,15500,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,50337.0,,50337.0,,
0250A,15500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,63663.92,,63663.92,14910.77,
0250A,15500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,84137.64,,84137.64,16918.48,
0250A,15500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,160634.88,-127809.96,32824.92,32387.04,
0250A,15500,12300,RESIDENCIA PERSONAL FUNCIONARIO,25786.08,,25786.08,4370.1,
0250A,15500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2000.0,2000.0,32880.37,
0250A,15500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,35070.01,
0250A,15500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,279883.31,,279883.31,38639.97,
0250A,15500,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,,,521425.08,
0250A,16100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,53234.4,,53234.4,11090.5,
0250A,16100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,,
0250A,16100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,34560.96,,34560.96,15840.44,
0250A,16100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,14382.0,,14382.0,,
0250A,16100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,46785.68,,46785.68,17457.83,
0250A,16100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,61402.32,4000.0,65402.32,45312.83,
0250A,16100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,125556.48,-95254.24,30302.24,29976.95,
0250A,16100,12300,RESIDENCIA PERSONAL FUNCIONARIO,19434.24,,19434.24,4258.6,
0250A,16100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,49786.75,
0250A,16100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,4000.0,4000.0,61554.64,
0250A,16100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,46333.06,,46333.06,6668.98,
0250A,16100,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,500.0,500.0,146951.52,
0250A,17000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,94269.25,,94269.25,,
0250A,17000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,46031.04,,46031.04,,
0250A,17000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,43201.2,,43201.2,,
0250A,17000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,50337.0,,50337.0,,
0250A,17000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,88917.03,,88917.03,,
0250A,17000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,119339.12,,119339.12,,
0250A,17000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,235206.72,-232648.44,2558.28,,
0250A,17000,12300,RESIDENCIA PERSONAL FUNCIONARIO,36250.02,,36250.02,,
0250A,17000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,,,16849.0,
0250A,17000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,656000.0,656000.0,461763.61,
0250A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,111543.96,620.0,112163.96,111959.85,
0250B,15101,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,65000.0,,65000.0,65000.0,
0250B,15101,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",500.0,,500.0,,
0250B,15101,21500,REPAR/MANTEN. MOBILIARIO,500.0,,500.0,910.88,
0250B,15101,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,1500.0,,1500.0,,
0250B,15101,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,10000.0,,10000.0,1989.36,
0250B,15101,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",2850.0,,2850.0,,
0250B,15101,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,10000.0,,10000.0,7998.2,
0250B,15101,22109,ÚTILES Y HERRAMIENTAS,500.0,,500.0,,
0250B,15101,22602,PUBLICIDAD Y PROPAGANDA,2000.0,,2000.0,,
0250B,15101,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",5500.0,3.22,5503.22,13279.43,
0250B,15101,22697,INDEMNIZACIONES POR SENTENCIAS,15750.0,,15750.0,,
0250B,15101,22699,OTROS GASTOS DIVERSOS,5000.0,,5000.0,1500.0,
0250B,15101,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,10000.0,,10000.0,,
0250B,15101,22790,EJECUCIONES SUBSIDIARIAS,120000.0,75140.14,195140.14,139341.54,
0250B,15101,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,3900.0,,3900.0,,
0250B,15101,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2500.0,,2500.0,5.5,
0250B,15101,23010,DIETAS DEL PERSONAL DIRECTIVO,1000.0,,1000.0,,
0250B,15101,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,,
0250B,15101,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2500.0,,2500.0,1146.73,
0250B,15101,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,1500.0,,1500.0,,
0250B,15101,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000.0,,2000.0,,
0250B,15101,35200,INTERESES DE DEMORA,10000.0,,10000.0,440.54,
0250B,15101,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,5000000.0,-3426064.02,1573935.98,135421.43,
0250B,15101,61900,OTRAS REPOSICIONES DE USO GENERAL,4500000.0,,4500000.0,3295489.38,
0250B,15101,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,1000000.0,,1000000.0,,
0250B,15101,63200,EDIFICIOS OT. CONSTRUCCIONES . USO. OPER.,500000.0,,500000.0,,
0250B,15103,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,15000.0,18000.0,33000.0,42286.77,
0250B,15103,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,35000.0,,35000.0,,
0250B,15103,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,256.8,256.8,256.8,
0250B,15103,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,537.62,
0250B,15103,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,18000.0,,18000.0,4161.32,
0250B,15103,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1000.0,,1000.0,,
0250B,15103,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,18000.0,,18000.0,7997.59,
0250B,15103,22104,VESTUARIO,,844.09,844.09,2267.97,
0250B,15103,22111,"SUMINISTROS DE REPUESTOS DE MAQ., UTILLAJE Y ELEM. TRANSP.",,,,21.23,
0250B,15103,22300,GASTOS DE TRANSPORTES,,,,5136.0,
0250B,15103,22602,PUBLICIDAD Y PROPAGANDA,2500.0,,2500.0,4776.48,
0250B,15103,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,3900.16,
0250B,15103,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",15000.0,585.16,15585.16,208322.76,
0250B,15103,22697,INDEMNIZACIONES POR SENTENCIAS,75000.0,,75000.0,,
0250B,15103,22699,OTROS GASTOS DIVERSOS,25000.0,,25000.0,2140.0,
0250B,15103,22701,SEGURIDAD,,44430.76,44430.76,77638.22,
0250B,15103,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,130000.0,536736.05,666736.05,669452.76,
0250B,15103,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,50000.0,2165.36,52165.36,2165.36,
0250B,15103,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,15.95,
0250B,15103,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,37.4,
0250B,15103,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,258.74,
0250B,15103,35200,INTERESES DE DEMORA,890000.0,519939.78,1409939.78,1418839.52,
0250B,15103,60000,INVERSIONES EN TERRENOS,6861250.0,6575141.93,13436391.93,12071335.42,
0250B,15103,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,2859473.59,2859473.59,2527675.55,
0250B,15103,61900,OTRAS REPOSICIONES DE USO GENERAL,,419173.34,419173.34,419173.34,
0250B,15103,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,1077478.55,1077478.55,977478.55,
0250B,15103,62500,MOBILIARIO,,52867.13,52867.13,52867.13,
0250B,15103,63200,"EDIFICIOS-OT.CONSTRUCCIONES, USO OPER.",,98519.15,98519.15,98519.15,
0250B,15103,76100,"TRANSFERENCIAS CAPITAL A DIPUTACIONES, CONSEJOS O CABILDOS.",,600000.0,600000.0,288477.48,
0250B,15109,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,,,,
0250B,15112,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,43264.87,43264.87,,
0250B,15117,60900,OTRAS INVERSIONES NUEVAS EN INFRAESTR. Y BIENES DE USO GNRAL,1863750.0,-141113.11,1722636.89,1013661.81,
0250B,15117,61900,OTRAS INVERS. DE REPOSIC. EN INFRAEST. Y BIENES DE USO GNRAL,475000.0,,475000.0,412875.25,
0250B,15123,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,,,10997.77,
0250B,15135,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,,,123886.92,
0250C,15200,20200,ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES,10000.0,920.57,10920.57,920.57,
0250C,15200,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,,,,29438.98,
0250C,15200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,2000.0,,2000.0,12171.3,
0250C,15200,21201,REPARACIÓN Y MANTENIMIENTO DE VIVIENDAS,63000.0,,63000.0,,
0250C,15200,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,402.39,
0250C,15200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3000.0,,3000.0,6470.8,
0250C,15200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1800.0,,1800.0,,
0250C,15200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000.0,,5000.0,,
0250C,15200,22100,ENERGÍA ELÉCTRICA,500.0,,500.0,170.12,
0250C,15200,22101,AGUA,1000.0,,1000.0,186.48,
0250C,15200,22200,SERVICIOS DE TELECOMUNICACIONES,700.0,,700.0,139.33,
0250C,15200,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,372.68,
0250C,15200,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",35000.0,,35000.0,17765.55,
0250C,15200,22614,CUOTAS DE COMUNIDAD,60000.0,8852.77,68852.77,62399.65,
0250C,15200,22697,GASTOS DIVERSOS. INDEMNIZACIONES POR LA CONSTRUCCIÓN,,,,27894.04,
0250C,15200,22699,OTROS GASTOS DIVERSOS,5000.0,,5000.0,6479.34,
0250C,15200,22700,LIMPIEZA Y ASEO,,,,1960.88,
0250C,15200,22701,SEGURIDAD,,,,4622.4,
0250C,15200,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,130000.0,,130000.0,147949.74,
0250C,15200,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500.0,,500.0,,
0250C,15200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,500.0,,500.0,,
0250C,15200,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1000.0,,1000.0,,
0250C,15200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,,
0250C,15200,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,650000.0,106952.48,756952.48,756692.48,
0250C,15200,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,19091.6,19091.6,3622.49,15469.11
0250C,15200,68200,GASTOS EN INVERSIONES DE EDIFICIOS Y OTRAS CONSTRUCCIONES,866106.28,76969.99,943076.27,857347.3,1353.77
