#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0152A,92000,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,26326.56,,26326.56,25699.69,
0152A,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,21714.72,,21714.72,20000.37,
0152A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,31005.12,,31005.12,30998.53,
0152A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,44594.52,,44594.52,56224.19,
0152A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,64889.76,-3610.05,61279.71,61279.71,
0152A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,10850.16,,10850.16,10073.81,
0152A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,70836.36,,70836.36,59413.18,
0152A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,59858.16,1617.43,61475.59,61258.81,
0152A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,18856.2,,18856.2,18765.61,
0152A,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,95337.0,,95337.0,94307.98,
0152A,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,1914.99,
0152A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,300.0,,300.0,3910.74,
0152A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000.0,,2000.0,4394.81,
0152A,92000,22104,VESTUARIO,9500.0,,9500.0,9603.92,
0152A,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,4922.0,
0152A,92000,22699,OTROS GASTOS DIVERSOS,1900.0,,1900.0,,
0152A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,110590.0,-66103.0,44487.0,29049.65,
0152A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,900.0,,900.0,70.85,
0152B,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,11507.76,
0152B,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,60481.68,-11195.15,49286.53,49286.53,
0152B,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,,7191.0,7191.0,
0152B,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,26134.92,-4684.34,21450.58,21450.58,
0152B,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,32987.64,,32987.64,31043.68,
0152B,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,46241.28,,46241.28,49183.38,
0152B,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,60561.48,-10138.62,50422.86,50422.86,
0152B,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,12536.16,-934.25,11601.91,10738.77,
0152B,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,12873.84,-2314.7,10559.14,10559.14,
0152B,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,11597.4,-1377.38,10220.02,10220.02,
0152B,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,148191.96,,148191.96,148056.96,
0152B,92000,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,8065.62,,8065.62,3255.98,
0152B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,6300.0,,6300.0,15270.17,
0152B,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2200.0,,2200.0,5488.25,
0152B,92000,22201,COMUNICACIONES POSTALES,2000.0,,2000.0,,
0152B,92000,22699,OTROS GASTOS DIVERSOS,3000.0,,3000.0,,
0152B,92000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,1000.0,,1000.0,,
0152B,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,26552.3,,26552.3,21249.18,
0152B,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500.0,,500.0,495.0,
0152C,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,6712.86,
0152C,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,34560.96,,34560.96,36014.82,
0152C,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,15187.08,,15187.08,13707.54,
0152C,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,18786.72,,18786.72,18403.06,
0152C,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,26484.48,,26484.48,33348.08,
0152C,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,35009.16,-3153.33,31855.83,31855.83,
0152C,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,7231.2,,7231.2,6728.07,
0152C,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,100293.36,-15047.12,85246.24,85246.24,
0152C,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,83964.96,,83964.96,85160.74,
0152C,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,253783.68,-12651.46,241132.22,239084.92,
0152C,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,648833.4,-72000.0,576833.4,576528.69,
0152C,92000,21500,REPAR/MANTEN. MOBILIARIO,500.0,,500.0,290.1,
0152C,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1200.0,,1200.0,11194.58,
0152C,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2250.0,,2250.0,3131.6,
0152C,92000,22201,COMUNICACIONES POSTALES,137305.0,-5804.75,131500.25,93169.57,
0152C,92000,22602,PUBLICIDAD Y PROPAGANDA,,,,2402.58,
0152C,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,,,,16371.0,
0152D,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,-5400.15,11880.33,11880.33,
0152D,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,6656.04,-2323.38,4332.66,4332.66,
0152D,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,8503.8,,8503.8,6732.4,
0152D,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,12271.44,,12271.44,11481.06,
0152D,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,17902.8,-4229.36,13673.44,13673.44,
0152D,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,2774.4,,2774.4,1907.4,
0152D,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,65850.72,,65850.72,65929.37,
0152D,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,56225.16,,56225.16,60991.1,
0152D,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,21011.4,-2187.44,18823.96,17408.15,
0152D,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,968.07,,968.07,1675.59,
0152D,92000,21500,REPAR/MANTEN. MOBILIARIO,134.24,,134.24,,
0152D,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,384.75,,384.75,,
0152D,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",92.34,,92.34,,
0152D,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,96.19,,96.19,,
0153A,13000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,47000.0,47000.0,46748.06,
0153A,16500,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,9362.5,9362.5,9362.5,
0153A,92000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,58349.28,-11905.67,46443.61,46443.61,
0153A,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,-10947.4,2361.2,2361.2,
0153A,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,23015.52,
0153A,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,34560.96,-5969.32,28591.64,28591.64,
0153A,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,28764.0,,28764.0,29962.5,
0153A,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,23374.68,,23374.68,21569.16,
0153A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,48415.08,-6938.85,41476.23,41476.23,
0153A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,67407.48,-6364.23,61043.25,59537.99,
0153A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,119036.76,-18368.31,100668.45,100668.45,
0153A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,15545.52,,15545.52,13084.42,
0153A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,49317.24,,49317.24,50497.39,
0153A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,51979.08,,51979.08,53366.04,
0153A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,27712.8,,27712.8,36952.3,
0153A,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,259373.04,,259373.04,252139.81,
0153A,92000,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,,1000.0,1000.0,598.41,
0153A,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,760.77,
0153A,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",2950.0,,2950.0,12009.13,
0153A,92000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,2900.0,,2900.0,,
0153A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,900.0,,900.0,192.6,
0153A,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",400.0,,400.0,18637.26,
0153A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,18000.0,-1000.0,17000.0,12877.96,
0153A,92000,22200,SERVICIOS DE TELECOMUNICACIONES,958110.3,,958110.3,1029349.15,
0153A,92000,22201,COMUNICACIONES POSTALES,100.0,,100.0,,
0153A,92000,22791,SERVICIOS TECNOLÓGICOS EXTERNOS,270921.58,,270921.58,278595.39,
0153A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1365947.44,17670.0,1383617.44,1231770.16,
0153A,92000,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500.0,,500.0,,
0153A,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,300.0,,300.0,1527.58,
0153A,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,800.0,,800.0,37.4,
0153A,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,500.0,,500.0,1812.66,
0153A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,349.83,
0153A,92000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,72000.0,189500.0,261500.0,261339.18,
0153A,92000,62902,EQUIPAMIENTO PARA REDES DE COMUNICACIONES,18000.0,,18000.0,17827.29,
0153A,92000,64100,GASTOS EN APLICACIONES INFORMÁTICAS,294875.01,-125000.0,169875.01,150945.32,
0153A,93100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,32000.0,32000.0,31955.03,
0154A,13000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,126431.7,-38137.01,88294.69,88294.69,
0154A,13000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,398935.68,-37747.73,361187.95,357064.34,
0154A,13000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,4663569.54,-351829.21,4311740.33,4219032.35,
0154A,13000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,302022.0,-296029.5,5992.5,5992.5,
0154A,13000,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,,,,,
0154A,13000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,833725.92,-48134.73,785591.19,771442.6,
0154A,13000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,2385233.97,-132538.14,2252695.83,2086330.37,
0154A,13000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,2746283.79,-102426.0,2643857.79,2926097.74,
0154A,13000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,5404498.59,-572145.9,4832352.69,4832352.69,
0154A,13000,12300,RESIDENCIA PERSONAL FUNCIONARIO,874641.08,-117343.9,757297.18,741809.92,
0154A,13000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,77847.24,,77847.24,80215.79,
0154A,13000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,71132.4,,71132.4,84861.81,
0154A,13000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,19760.16,-19760.16,,,
0154A,13000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,441292.44,-26326.34,414966.1,409461.09,
0154A,13000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",10050.49,-2019.05,8031.44,7053.7,
0154A,13000,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,4000.0,,4000.0,50902.79,
0154A,13000,21500,REPAR/MANTEN. MOBILIARIO,5000.0,,5000.0,6686.43,
0154A,13000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,45000.0,-6000.0,39000.0,37969.35,
0154A,13000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,10000.0,,10000.0,12669.07,
0154A,13000,22104,VESTUARIO,465263.0,-150000.0,315263.0,292573.66,
0154A,13000,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,500.0,,500.0,499.8,
0154A,13000,22109,ÚTILES Y HERRAMIENTAS,15000.0,,15000.0,12247.15,
0154A,13000,22113,MANUTENCIÓN DE ANIMALES,5000.0,,5000.0,4514.49,
0154A,13000,22199,OTROS SUMINISTROS,40000.0,,40000.0,20169.3,
0154A,13000,22201,COMUNICACIONES POSTALES,1000.0,,1000.0,401.73,
0154A,13000,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,5000.0,,5000.0,1159.99,
0154A,13000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",,,,7490.0,
0154A,13000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,149.8,
0154A,13000,22699,OTROS GASTOS DIVERSOS,22300.0,-6000.0,16300.0,18783.63,
0154A,13000,22709,SERVICIO DE GRÚAS,222448.35,135236.62,357684.97,248554.98,
0154A,13000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,105930.55,-27000.0,78930.55,74246.83,
0154A,13000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,74.8,
0154A,13000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,,,,204.68,
0154A,13000,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,14019.05,14019.05,14019.05,
0154A,13000,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",45000.0,100000.0,145000.0,144077.18,
0154A,13000,62400,ELEMENTOS DE TRANSPORTE,6000.0,,6000.0,6023.45,
0154A,13000,62500,MOBILIARIO,30000.0,,30000.0,28058.52,
0154A,13000,62900,EQUIPOS DE TRANSMISIONES,,30000.0,30000.0,,
0154A,13000,68200,GASTOS EN INVERSIONES DE EDIFICIOS Y OTRAS CONSTRUCCIONES,50000.0,,50000.0,49580.33,
0154B,13500,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,14417.65,,14417.65,13308.6,
0154B,13500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,79202.2,,79202.2,75787.91,
0154B,13500,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,1028912.25,,1028912.25,969537.73,
0154B,13500,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,174505.73,,174505.73,158700.3,
0154B,13500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,739298.31,,739298.31,732217.59,
0154B,13500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,601706.31,70759.23,672465.54,759368.15,
0154B,13500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,2825306.62,-112113.19,2713193.43,2713193.43,
0154B,13500,12300,RESIDENCIA PERSONAL FUNCIONARIO,178541.78,,178541.78,168381.57,
0154B,13500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,27542.28,,27542.28,33281.28,
0154B,13500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,22007.04,,22007.04,31744.07,
0154B,13500,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,41021.76,,41021.76,35587.34,
0154B,13500,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,288.12,
0154B,13500,20900,CÁNONES,860.0,,860.0,1714.68,
0154B,13500,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,91073.08,,91073.08,14429.35,
0154B,13500,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",7000.0,,7000.0,6607.17,
0154B,13500,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,7000.0,,7000.0,83136.58,
0154B,13500,21401,MANTENIM. ESPECIALIZADO VEHÍCULOS DE BOMBEROS,7000.0,,7000.0,46117.85,
0154B,13500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,353.1,
0154B,13500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,,,,876.12,
0154B,13500,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",190.0,,190.0,61.16,
0154B,13500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,908.14,
0154B,13500,22102,GAS,90.0,,90.0,130.08,
0154B,13500,22103,COMBUSTIBLES Y CARBURANTES,100000.0,,100000.0,74030.25,
0154B,13500,22104,VESTUARIO,200384.18,,200384.18,38603.3,
0154B,13500,22105,PRODUCTOS ALIMENTICIOS,600.0,,600.0,4994.25,
0154B,13500,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,350.0,,350.0,,
0154B,13500,22109,ÚTILES Y HERRAMIENTAS,1200.0,,1200.0,18315.2,
0154B,13500,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1400.0,,1400.0,427.33,
0154B,13500,22199,OTROS SUMINISTROS,200.0,,200.0,6245.46,
0154B,13500,22602,PUBLICIDAD Y PROPAGANDA,,,,856.0,
0154B,13500,22699,OTROS GASTOS DIVERSOS,2700.0,,2700.0,19687.02,
0154B,13500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,242668.82,,242668.82,111882.35,
0154B,13500,23020,DIETAS DEL PERSONAL NO DIRECTIVO,200.0,,200.0,,
0154B,13500,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,200.0,,200.0,,
0154B,13500,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,1813.6,1813.6,,1813.6
0154B,13500,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,143956.65,143956.65,,143956.65
0154B,13500,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,155081.04,155081.04,8649.44,146431.6
0154B,13500,62500,MOBILIARIO,,921.65,921.65,,921.65
0154B,13500,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,31631.0,,31631.0,,
0154B,13500,62900,EQUIPOS DE TRANSMISIONES,,62642.96,62642.96,65627.56,-2984.6
0154B,13500,62902,EQUIPAMIENTO PARA REDES DE COMUNICACIONES,2536.0,,2536.0,,
0154B,13500,63200,"EDIFICIOS-OT.CONSTRUCCIONES, USO OPER.",,61194.23,61194.23,46869.48,14324.75
0154B,13500,64100,GASTOS EN APLICACIONES INFORMÁTICAS,247500.0,123000.0,370500.0,,123000.0
0154C,13400,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,70.45,
0154C,13400,22104,VESTUARIO,2090.67,,2090.67,2157.12,
0154C,13400,22105,PRODUCTOS ALIMENTICIOS,5000.0,,5000.0,7430.5,
0154C,13400,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,450.0,,450.0,,
0154C,13400,22109,ÚTILES Y HERRAMIENTAS,815.0,,815.0,,
0154C,13400,22199,OTROS SUMINISTROS,1642.49,,1642.49,,
0154C,13400,22400,PRIMAS DE SEGUROS,500.0,,500.0,234.83,
0154C,13400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,7753.98,,7753.98,7649.92,
0154C,13400,62900,EQUIPOS DE TRANSMISIONES,,30651.0,30651.0,30647.86,19146.51
0250A,15100,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,61171.44,-12332.14,48839.3,48839.21,
0250A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,60958.8,,60958.8,57599.67,
0250A,91200,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,,4791.1,4791.1,8959.32,
0250A,91200,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,,,3571.44,
0250A,91200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,45313.2,,45313.2,40932.67,
0250B,15100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,186320.4,-50810.62,135509.78,135509.78,
0250B,15100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,126585.36,-12406.0,114179.36,111992.78,
0250B,15100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,146884.08,-2514.6,144369.48,144369.48,
0250B,15100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,14382.0,-65.37,14316.63,14202.99,
0250B,15100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,124123.08,-15329.69,108793.39,108051.15,
0250B,15100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,189677.04,-21829.99,167847.05,167296.94,
0250B,15100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,292081.56,-9865.95,282215.61,285009.06,
0250B,15100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,410224.44,-74068.25,336156.19,336156.19,
0250B,15100,12300,RESIDENCIA PERSONAL FUNCIONARIO,73194.24,-9971.31,63222.93,62769.69,
0250B,15100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,132399.12,-7212.2,125186.92,125186.92,
0250B,15100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,121477.2,,121477.2,124467.18,
0250B,15100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,215118.36,-65987.01,149131.35,147393.73,
0250B,15100,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,2146736.12,-104032.34,2042703.78,2042703.78,
0250B,15101,20900,CÁNONES,,,,2003.65,
0250B,15101,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,65000.0,,65000.0,65000.0,
0250B,15101,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1000.0,,1000.0,,
0250B,15101,21500,REPAR/MANTEN. MOBILIARIO,1000.0,,1000.0,1131.09,
0250B,15101,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,1500.0,,1500.0,,
0250B,15101,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,10000.0,,10000.0,28736.18,
0250B,15101,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",3000.0,,3000.0,,
0250B,15101,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,10000.0,,10000.0,15999.84,
0250B,15101,22109,ÚTILES Y HERRAMIENTAS,1500.0,,1500.0,,
0250B,15101,22300,GASTOS DE TRANSPORTES,,,,98.75,
0250B,15101,22602,PUBLICIDAD Y PROPAGANDA,2000.0,,2000.0,,
0250B,15101,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",5500.0,,5500.0,5464.0,
0250B,15101,22697,INDEMNIZACIONES POR SENTENCIAS,15750.0,,15750.0,73996.24,
0250B,15101,22699,OTROS GASTOS DIVERSOS,85000.0,-3500.0,81500.0,,
0250B,15101,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,15000.0,,15000.0,2086.5,
0250B,15101,22790,EJECUCIONES SUBSIDIARIAS,120000.0,,120000.0,102739.19,
0250B,15101,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,3900.0,,3900.0,,
0250B,15101,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2500.0,,2500.0,146.01,
0250B,15101,23010,DIETAS DEL PERSONAL DIRECTIVO,1000.0,,1000.0,106.68,
0250B,15101,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,,
0250B,15101,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2500.0,,2500.0,1827.75,
0250B,15101,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,1500.0,,1500.0,125.89,
0250B,15101,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2500.0,,2500.0,36.75,
0250B,15101,35200,INTERESES DE DEMORA,100000.0,,100000.0,1326.12,
0250B,15101,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,48099.99,48099.99,47875.54,224.45
0250B,15101,62202,"EDIF. Y OTRAS CONSTRUCC. REMATES FEILE, FEESL Y PLAN COOP.",,1610.89,1610.89,1610.89,
0250B,15101,63202,"REPOS. EDIF. Y OT./CONSTR. REMATES FEILE, FEESL Y PLAN COOP.",,8065.28,8065.28,8065.28,
0250B,15101,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,3500.0,3500.0,3220.67,
0250B,15103,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,,,,27233.52,
0250B,15103,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,51911.54,,51911.54,35705.82,
0250B,15103,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,2610.49,
0250B,15103,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,20000.0,,20000.0,,
0250B,15103,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1000.0,,1000.0,152.27,
0250B,15103,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,18000.0,,18000.0,435.77,
0250B,15103,22104,VESTUARIO,,,,118.77,
0250B,15103,22109,ÚTILES Y HERRAMIENTAS,1500.0,,1500.0,308.31,
0250B,15103,22602,PUBLICIDAD Y PROPAGANDA,2500.0,,2500.0,,
0250B,15103,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,747.99,
